propid,zip,appraisal_2017,appraisal_2016,appraisal_2015,appraisal_2014,appraisal_2013
4.17538E+12,78704,329684,288926,279355,252272,213195
1.54092E+13,78704,297277,291000,268000,272192,230430
5.22309E+12,78704,365218,257680,273314,247981,204949
1.66034E+13,78704,379713,343842,340069,295402,223751
5.42362E+12,78704,317609,286208,253516,241692,184061
1.66034E+13,78704,327948,295132,291248,255322,143386
1.67229E+13,78704,484046,406275,392082,355566,173393
1.66034E+13,78704,755931,588383,572419,334314,172728
2.63013E+11,78704,371784,338613,321028,272075,218195
1.02169E+12,78704,421979,363307,331949,336346,266048
1.67229E+13,78704,342478,302970,294885,263304,222968
1.67229E+13,78704,357482,319440,313088,276235,208381
4.78325E+12,78704,323966,282649,273669,254023,182525
5.07871E+12,78704,327793,306167,298416,265813,193380
1.67229E+13,78704,338367,301932,293261,252350,191422
1.67229E+13,78704,300992,260905,252670,223514,169162
4.19498E+12,78704,479054,421616,365799,340265,224123
2.63013E+11,78704,614514,632306,597530,242809,216533
5.16587E+12,78704,638823,265760,263207,231000,172775
1.66034E+13,78704,348688,301837,293113,268274,183773
1.67229E+13,78704,342997,307014,301260,258032,231179
1.66034E+13,78704,277213,283775,251977,213181,214988
1.67229E+13,78704,325138,287408,279591,242639,186241
1.66034E+13,78704,371810,338642,336224,282870,228051
1.02169E+12,78704,334892,298117,291422,251043,196711
1.67229E+13,78704,441619,393555,385014,340786,174886
1.66034E+13,78704,454864,408251,401001,352410,190987
1.66034E+13,78704,384944,331342,317533,292849,176245
4.77643E+12,78704,352287,319015,296334,255769,182449
5.26051E+11,78704,335945,299273,290200,250175,222124
1.66034E+13,78704,401328,349327,336119,306052,259828
3.3705E+12,78704,396489,344015,330246,301880,258583
3.55029E+12,78704,403900,379795,339407,346756,181450
2.63013E+11,78704,444879,392790,378709,329558,212225
3.55009E+12,78704,373925,319246,305366,284205,170520
4.16673E+12,78704,326206,288583,280885,215997,204941
1.67229E+13,78704,660000,717446,679933,240045,182969
1.66034E+13,78704,342849,329654,317153,292578,181600
1.66034E+13,78704,369750,314664,276949,264019,150460
2.63014E+11,78704,320983,396559,335636,268659,171542
3.56772E+12,78704,302580,290279,264512,261832,206561
1.67229E+13,78704,317477,326446,319699,271131,218439
1.66034E+13,78704,411204,360168,348100,314563,202106
3.57027E+12,78704,332500,287771,246286,215870,218004
4.7773E+12,78704,324316,286508,278596,241931,217053
1.67229E+13,78704,322373,284375,276233,240253,183232
1.66034E+13,78704,529901,564274,588102,421553,179787
1.67229E+13,78704,368288,334776,321414,278616,228071
1.67229E+13,78704,220000,239511,235164,211079,172221
5.26051E+11,78704,366431,332738,315064,267838,212850
4.7773E+12,78704,350730,315502,307821,262692,206551
1.64903E+13,78704,340102,289938,243759,234746,238119
1.67229E+13,78704,409288,347368,296748,135000,181077
2.78963E+12,78704,565246,519338,481374,440728,331704
1.67229E+13,78704,321957,283918,275730,239896,182781
1.67229E+13,78704,414859,315000,394034,334942,186632
3.56289E+12,78704,385054,330642,348901,268830,142456
5.05212E+12,78704,715011,615482,614785,559313,252917
1.67229E+13,78704,340584,304365,298334,255953,202479
1.66034E+13,78704,442968,395035,383322,339584,226926
4.45859E+12,78704,349359,313997,306187,261532,233359
3.55206E+12,78704,385882,329846,301510,298229,184463
3.55686E+12,78704,506528,456118,449411,420535,240826
1.02169E+12,78704,404100,362500,322765,310037,196527
4.16772E+12,78704,345774,310062,301915,258497,200512
1.66034E+13,78704,383432,329681,317182,292599,177952
2.78963E+12,78704,369042,318230,306888,273035,178340
1.66034E+13,78704,417184,358045,343954,345620,253856
1.48045E+13,78704,441075,392957,381063,337980,284591
1.66034E+13,78704,434860,386102,373617,332690,218324
1.33642E+12,78704,406600,411384,363000,362205,305031
1.66034E+13,78704,396033,343515,329692,301486,145809
1.52031E+13,78704,724980,688490,436000,349733,140419
1.66034E+13,78704,349790,343270,317098,265828,138805
4.19167E+12,78704,434386,376928,359309,356529,147637
4.78133E+12,78704,468619,423192,350798,338067,208079
1.66034E+13,78704,425074,400607,405531,332188,220163
1.66034E+13,78704,689002,717752,353825,397382,239298
1.67229E+13,78704,364000,334112,299186,274565,241000
1.67229E+13,78704,395000,362000,330609,322732,301600
1.66356E+13,78704,443112,372445,323710,405365,243260
1.66356E+13,78704,510446,443389,312874,386168,263998
1.66034E+13,78704,433960,385147,374036,332988,218046
2.06695E+13,78704,389007,383263,338121,295947,271341
1.48384E+13,78704,421336,384462,372581,322180,227284
2.06695E+13,78704,355574,299238,267053,240933,178749
1.66356E+13,78704,356800,372848,331000,202670,179881
4.18122E+12,78704,343818,289095,252209,236479,167465
3.55185E+12,78704,500910,422763,416166,369939,259866
3.55189E+12,78704,340338,286137,248575,233528,170741
2.06695E+13,78704,340222,286189,236801,217542,163878
1.46397E+13,78704,394001,341284,327229,299736,185628
2.63014E+11,78704,452931,410315,354835,307096,188678
1.02169E+12,78704,374161,323849,310337,275485,250216
1.66034E+13,78704,567646,486289,466453,418028,422370
1.67229E+13,78704,352000,325063,291125,280999,147385
4.45063E+12,78704,413268,358091,338826,301226,143546
1.66034E+13,78704,392356,343822,332418,291171,266754
1.66034E+13,78704,390905,342229,330656,289919,261003
3.4161E+12,78704,385000,301000,266000,266000,175000
1.67229E+13,78704,411587,360588,345913,280933,152678
1.67229E+13,78704,442027,389659,378323,312841,278625
1.67229E+13,78704,434612,385863,376509,318441,174600
3.56831E+12,78704,722838,619724,586014,526349,237220
8.58955E+11,78704,437110,379919,365171,333455,317050
1.66356E+13,78704,400374,336418,285835,288999,214235
1.66034E+13,78704,312575,273620,264342,231806,193261
4.81246E+11,78704,371403,338195,335730,258519,235962
1.67229E+13,78704,616947,546921,462656,449307,241841
3.56762E+12,78704,488000,429512,376592,370303,273284
1.66034E+13,78704,591975,497793,466871,427955,190029
1.66034E+13,78704,424214,361419,342331,337719,168332
1.66034E+13,78704,420793,362007,345368,346625,186415
5.13672E+12,78704,297621,246031,213097,204714,168346
2.78962E+12,78704,343862,288983,265391,241987,190081
2.51984E+12,78704,448633,392567,342135,317726,181959
4.7728E+12,78704,470952,417645,373565,361271,266670
1.65201E+13,78704,405140,340169,280636,370382,205497
2.78963E+12,78704,484231,435775,395976,367178,250593
1.66034E+13,78704,506184,464427,428180,371451,260436
1.66356E+13,78704,579148,492762,425436,466941,286905
4.14739E+12,78704,349918,320964,289762,255393,227530
1.66356E+13,78704,431570,362935,331081,325746,259302
1.66356E+13,78704,351394,295385,255033,233575,182259
1.66034E+13,78704,469671,363035,356216,350000,285130
1.66034E+13,78704,408101,361105,355437,307524,212222
1.66034E+13,78704,411255,360224,348166,314609,201601
1.66034E+13,78704,436703,379472,368220,362858,202202
1.66034E+13,78704,494092,438124,427131,397960,296179
1.65201E+13,78704,302984,236030,213740,205236,148600
1.66034E+13,78704,432237,387599,380810,325548,232058
3.44881E+12,78704,290493,275744,266688,233472,211629
4.75884E+12,78704,397084,334372,284707,262871,217944
1.66034E+13,78704,342143,302601,294312,262897,213995
1.66356E+13,78704,750950,610682,607826,541844,246847
1.66356E+13,78704,728917,670000,657586,606250,342122
1.65456E+13,78704,360434,308781,293677,263650,242630
1.66356E+13,78704,1152134,946904,895123,828475,302864
3.00224E+12,78704,311859,277111,254283,229603,201780
1.66356E+13,78704,494249,421240,340271,418379,269363
1.65456E+13,78704,367561,316604,302329,269797,247720
1.65456E+13,78704,390007,341243,329565,289145,211294
1.67228E+13,78704,357553,295080,278304,226229,193845
1.66356E+13,78704,516440,449412,320271,392176,247736
2.78962E+12,78704,487000,434416,370000,384470,314798
1.67228E+13,78704,591142,501998,459897,495459,277307
1.66356E+13,78704,364187,312465,273916,247598,209500
1.66356E+13,78704,388723,339834,328008,288038,211356
1.66356E+13,78704,396415,368784,337342,296062,217150
3.56804E+12,78704,353999,332708,322854,251000,189174
7.33549E+11,78704,279602,372570,313535,258726,215015
1.66356E+13,78704,355418,298805,259236,236988,181174
1.66356E+13,78704,467356,393053,345604,423146,204314
3.54756E+12,78704,496618,449583,414340,358201,335328
1.66034E+13,78704,341584,317061,291013,271000,169628
1.52464E+13,78704,653449,648318,565527,469020,353011
4.82533E+11,78704,366498,315437,301039,268880,197054
1.66356E+13,78704,378314,341439,336933,286125,228523
1.42543E+13,78704,385582,336386,324194,285329,209141
1.42543E+13,78704,412382,365804,353752,306327,221187
1.66034E+13,78704,313644,290271,278220,281005,167465
5.42347E+12,78704,625000,625000,190000,269196,197671
1.67228E+13,78704,438166,367941,307688,381957,220035
5.08629E+12,78704,338670,297921,288826,225416,216453
3.5515E+12,78704,326948,328920,315942,279467,195008
1.67228E+13,78704,320704,269598,235709,215477,190751
1.65456E+13,78704,529455,518851,479737,391097,417378
1.09323E+12,78704,378000,366184,312597,396339,237259
1.66356E+13,78704,331455,217674,206536,227745,148714
1.65456E+13,78704,369285,318497,271133,228636,169367
1.02169E+12,78704,393896,345512,331721,290676,210602
1.66356E+13,78704,374796,324546,311108,276033,203137
4.75878E+12,78704,363227,311847,297066,266058,244226
4.44279E+12,78704,332864,321554,287305,263545,208703
1.65456E+13,78704,374613,324346,310886,275875,201497
1.65465E+13,78704,377418,327425,314286,278291,201791
2.78963E+12,78704,571726,530698,421983,453528,244771
1.65456E+13,78704,379019,329182,316230,279671,205499
5.42347E+12,78704,305525,261538,250713,215125,181579
5.42347E+12,78704,370551,332916,327514,279433,277876
4.46606E+12,78704,321153,309923,279866,281129,203713
4.76193E+12,78704,355059,309520,294491,264229,194564
4.82533E+11,78704,448245,436663,363526,360610,267639
4.52541E+11,78704,452731,418226,384714,330166,286234
4.76525E+12,78704,479982,521980,420828,415480,346431
1.66356E+13,78704,689900,404279,193224,193224,93224
1.02169E+12,78704,486528,469767,381492,352629,385588
1.65456E+13,78704,390783,342095,330506,289813,211671
1.66356E+13,78704,699999,407404,195633,194001,93078
1.66356E+13,78704,382438,321322,272189,251115,155201
3.44732E+12,78704,295000,318887,264129,254072,145202
4.46696E+12,78704,340000,319000,295500,245808,220649
1.09323E+12,78704,435528,361323,318545,298266,176430
1.42543E+13,78704,503441,452886,445583,418082,345964
3.54608E+12,78704,405176,349219,347973,302221,219225
1.42543E+13,78704,371420,320841,307010,273122,200353
1.33642E+12,78704,407284,360208,350531,304039,219875
1.66356E+13,78704,336900,283215,247664,232788,151048
1.67228E+13,78704,571172,481296,455916,512737,340051
1.65456E+13,78704,531868,496964,439374,367151,335440
1.42543E+13,78704,432530,370547,352425,344890,241449
1.66356E+13,78704,393247,344800,335092,269964,213689
1.65465E+13,78704,375718,325558,312228,250201,201872
1.66356E+13,78704,439540,370459,287452,265102,180308
4.1741E+12,78704,329405,314000,288741,275046,201942
3.56677E+12,78704,417454,351686,329104,298929,229496
1.67228E+13,78704,437512,367685,314440,397835,202389
5.07035E+12,78704,286329,258540,224764,206588,140720
1.66356E+13,78704,358946,307148,295942,265260,243880
5.06697E+12,78704,598206,535931,510915,467048,358296
1.33586E+12,78704,345448,336000,301493,250273,191545
1.66356E+13,78704,421884,376235,368249,316625,227942
3.44658E+12,78704,359847,341508,296988,271255,171455
3.38858E+12,78704,553371,519525,462901,415691,354269
1.66356E+13,78704,378760,318196,268352,247999,152003
1.66356E+13,78704,326369,305249,263283,272086,199875
1.66356E+13,78704,325606,273765,238278,217563,195528
4.46162E+12,78704,459962,387030,346785,321201,226513
1.53317E+13,78704,417471,373345,345459,301764,265323
1.66356E+13,78704,412482,388043,379500,346183,305036
1.65171E+13,78704,378750,294345,263562,237957,171359
1.65171E+13,78704,476112,400495,354750,430574,225969
7.88459E+11,78704,507176,488990,450000,378343,352205
1.65171E+13,78704,493838,415562,373661,445932,232706
3.3878E+12,78704,604889,576724,475962,409759,342466
1.02169E+12,78704,387583,396494,374124,320798,285459
4.78764E+12,78704,432520,363705,318129,297928,253965
1.66356E+13,78704,308296,296880,266673,240624,174660
4.17991E+12,78704,470595,462738,454872,381101,262554
3.55402E+12,78704,365137,362599,350271,303854,271578
3.55611E+12,78704,457783,401607,384558,376696,271324
4.78437E+12,78704,352233,303354,274626,247083,216910
3.56748E+12,78704,367556,316599,302322,241291,217730
3.41481E+12,78704,650859,610208,585308,470840,422396
1.66034E+13,78704,382782,320283,299240,313856,240677
3.41649E+12,78704,554819,516930,484325,406937,388583
4.78042E+12,78704,277076,217279,192183,191551,158419
1.50914E+13,78704,421309,411781,353775,328696,159894
2.78962E+12,78704,296419,255505,253216,247373,207183
4.17604E+12,78704,350930,325521,271221,259831,149319
1.66034E+13,78704,580820,445000,462898,425133,303902
1.65465E+13,78704,385596,336402,324209,285339,206387
1.65456E+13,78704,468304,481884,493432,407979,377103
1.66356E+13,78704,365863,287650,256868,238285,165106
1.66356E+13,78704,343284,288791,256738,232555,164896
3.56529E+12,78704,824744,715040,622117,621221,521377
1.09323E+12,78704,513298,434316,232335,210449,173078
4.78655E+12,78704,438530,396752,368440,318288,288200
3.56901E+12,78704,416072,378385,349164,313842,229976
2.78963E+12,78704,522278,492470,458736,382958,355669
1.66356E+13,78704,327955,275808,242321,226471,157138
1.66356E+13,78704,399882,335962,284050,270251,232107
1.65465E+13,78704,371224,320625,306765,272948,200787
1.65465E+13,78704,363632,320161,269689,239639,200031
1.66356E+13,78704,400000,330770,271541,253594,190738
5.08388E+12,78704,333295,293352,265174,243360,175736
1.65465E+13,78704,366561,315506,301112,268932,198371
3.37511E+12,78704,415449,369171,360439,311077,224257
1.50591E+13,78704,365760,359832,328185,313509,239554
5.0631E+12,78704,370123,335403,320745,283769,254000
5.16048E+12,78704,351146,295474,237400,216850,182740
4.16592E+12,78704,373379,341343,331227,290325,211298
1.15905E+12,78704,354384,299941,277185,253942,242959
3.54737E+12,78704,449723,436081,311451,401378,251217
1.29817E+12,78704,288336,280859,238493,213457,194080
1.65456E+13,78704,383336,333920,321467,283392,207039
1.67211E+13,78704,399270,338522,328266,273236,231175
3.41825E+12,78704,438122,412626,384401,321730,260503
1.50598E+13,78704,294213,290327,214900,214900,110408
1.42543E+13,78704,555670,486088,450433,410888,307908
1.67211E+13,78704,409478,347848,342915,283363,240828
3.54741E+12,78704,419128,366596,297579,384142,223402
3.41823E+12,78704,437048,411421,383232,320890,258310
1.67211E+13,78704,458122,392285,391054,316642,257686
1.66351E+13,78704,400201,339372,329605,274162,228925
4.7737E+12,78704,440000,456940,424597,358637,263886
1.67211E+13,78704,419885,357354,357842,293682,247691
1.65465E+13,78704,452588,409938,387759,330485,235397
1.67211E+13,78704,434527,375564,386431,308742,245175
4.77285E+12,78704,497365,462335,432541,322239,242272
3.56962E+12,78704,337032,312990,280981,258361,206986
1.66351E+13,78704,425292,362294,370818,302653,254637
3.56695E+12,78704,392355,360402,354123,311449,261252
60782048453,78704,406900,393463,381133,321045,260195
1.66356E+13,78704,323026,280748,269841,238464,195487
1.65456E+13,78704,386984,360411,346156,340067,300711
1.66356E+13,78704,359484,307738,292524,262831,190486
1.67228E+13,78704,345000,306012,275227,233505,196126
3.41314E+12,78704,499585,479681,462050,387553,339888
1.50318E+13,78704,675700,649273,643103,515231,230770
4.82577E+11,78704,412586,399691,360000,327450,258917
1.66356E+13,78704,386020,324930,295005,249137,184738
3.41639E+12,78704,437185,440361,386000,350217,333324
1.66356E+13,78704,455749,400379,387786,376758,280424
5.07007E+12,78704,415964,369737,361067,311523,224055
1.67228E+13,78704,383450,321733,259897,353538,190818
2.51984E+12,78704,416369,392753,375673,329841,284441
4.51718E+11,78704,418243,401484,353676,317010,257143
5.26051E+11,78704,461573,421538,388382,348391,259272
1.67228E+13,78704,669280,563263,508142,577773,410672
1.66356E+13,78704,419858,360981,344232,345818,252801
1.65465E+13,78704,386546,337444,328648,288493,210307
1.66356E+13,78704,585149,490300,458589,422071,219353
1.66356E+13,78704,369606,318849,304805,271556,211029
2.78963E+12,78704,424596,370525,357166,314255,222309
1.66356E+13,78704,523672,440621,394239,452249,366925
4.45684E+12,78704,414252,367857,325596,310045,277719
1.15904E+12,78704,458000,444044,386000,408076,248218
3.5474E+12,78704,605372,511584,472715,527431,326477
1.66356E+13,78704,366945,315928,304284,271185,199118
1.66356E+13,78704,389579,340774,330590,289873,210350
1.66356E+13,78704,374055,323732,310207,275393,212676
1.66356E+13,78704,354572,315377,308123,265659,221037
1.66356E+13,78704,389181,340336,328564,288433,261244
1.66351E+13,78704,471342,385313,431660,334959,281260
1.67228E+13,78704,419497,395590,329621,445780,249878
3.56598E+12,78704,422895,360104,358380,294054,231819
1.67228E+13,78704,449074,377513,326514,407642,204276
1.66351E+13,78704,421413,358750,360031,295196,239500
3.42463E+12,78704,479170,439471,393778,334760,291026
1.66351E+13,78704,483277,417641,418649,337957,282262
29914848453,78704,510390,378526,391086,316664,256708
2.2854E+12,78704,415000,380000,364015,299921,244187
1.58554E+13,78704,381771,371993,363778,308085,276326
1.66351E+13,78704,519502,448355,422366,319809,274520
1.66356E+13,78704,409320,353757,338630,301087,206385
4.16696E+12,78704,439816,376742,340857,314727,263655
1.42543E+13,78704,551000,503626,473317,432534,304219
1.64903E+13,78704,394032,345661,334447,292613,196329
1.66356E+13,78704,538432,452417,388102,493276,296871
4.77572E+12,78704,397637,337030,330191,236641,225975
1.66356E+13,78704,642314,540342,479979,554900,386615
1.65456E+13,78704,383814,357188,350202,303129,218234
1.64903E+13,78704,380975,331329,318603,281358,254684
1.53524E+13,78704,378776,324571,308749,286609,197487
1.64903E+13,78704,439233,395279,377494,323193,215735
1.66351E+13,78704,368081,346824,324290,282501,234328
7.33549E+11,78704,369028,310524,280136,259160,174437
4.82533E+11,78704,416877,362052,347807,307606,208725
1.66351E+13,78704,391858,384818,364888,337816,213730
1.29692E+12,78704,409330,344781,317308,289349,226833
1.65465E+13,78704,450354,393736,387598,330370,295004
1.66356E+13,78704,393374,340596,326471,299198,255309
1.66356E+13,78704,382957,319240,321010,283067,209179
4.1748E+12,78704,376280,326175,312912,277315,202530
1.64903E+13,78704,381130,331499,318792,281491,190056
1.45058E+13,78704,730090,719653,190001,273720,187195
3.56601E+12,78704,377592,345913,339877,281262,238199
5.08222E+12,78704,602932,486071,452211,419773,234042
1.65456E+13,78704,402051,354464,344183,299529,220394
1.66356E+13,78704,430280,317972,314748,287271,221701
1.15904E+12,78704,517857,481584,375650,323471,299952
1.66351E+13,78704,399751,338962,328956,273713,225750
1.5841E+13,78704,292500,308054,280717,252030,186381
5.09401E+12,78704,422148,385913,340242,294893,233597
1.58332E+13,78704,390400,351037,321529,270159,220203
1.66356E+13,78704,371448,351154,351300,305422,276448
1.66356E+13,78704,475830,442965,376752,335781,269000
3.45426E+12,78704,426103,380866,370107,294616,213750
3.41812E+12,78704,371158,334000,310649,314996,198272
4.77883E+12,78704,366244,315158,300728,268659,184350
1.66356E+13,78704,266554,218759,196001,186009,184501
1.66034E+13,78704,368532,318068,277247,249146,251855
1.66034E+13,78704,376658,326590,313368,277638,189578
1.15904E+12,78704,412991,366473,354479,306843,211184
1.67228E+13,78704,688672,582876,499934,504516,374517
1.66356E+13,78704,378827,315941,308247,320255,269474
5.08635E+12,78704,448148,396378,384061,333361,209477
4.15863E+12,78704,1907042,1572155,1451929,1361589,1150487
1.66356E+13,78704,367357,316381,304794,271548,248313
1.65465E+13,78704,452740,401419,388080,336215,286978
4.78347E+12,78704,435251,404618,375000,390000,240425
1.66356E+13,78704,419392,373499,365226,314478,225964
4.17355E+12,78704,416185,446067,406617,472698,261524
3.41904E+12,78704,373294,340271,334720,281801,245888
1.66034E+13,78704,369477,318707,304648,271444,185588
4.783E+12,78704,386197,346975,314357,311000,226830
1.66034E+13,78704,318000,295656,277000,234781,258164
1.65465E+13,78704,407177,351404,336028,299238,204015
1.50189E+13,78704,370646,319991,306071,272455,199777
1.66356E+13,78704,392471,339605,325369,298415,204227
3.45705E+12,78704,374534,349103,309000,292186,224928
1.50189E+13,78704,344920,341101,308130,298971,252790
1.67228E+13,78704,378112,328187,315130,278890,192475
1.65465E+13,78704,458065,415951,393862,306228,255584
3.59394E+12,78704,480807,411580,375000,429945,248765
1.53576E+13,78704,436000,451795,421054,368155,203391
4.17426E+12,78704,449774,394709,370000,362731,202134
2.08912E+13,78704,524965,528993,402000,383458,56000
1.66034E+13,78704,718923,707000,378774,245747,135059
1.42543E+13,78704,493401,288302,422811,355385,226346
1.42543E+13,78704,368092,317187,302973,270254,246066
5.06917E+12,78704,702395,287110,319546,282027,190139
5.32807E+12,78704,387663,338671,326719,287123,259351
1.66356E+13,78704,424161,370047,356643,313883,215319
5.32807E+12,78704,381448,331848,319176,281764,191601
4.52541E+11,78704,390058,341299,329627,289189,254440
1.50189E+13,78704,370810,320170,307559,273512,200329
5.32807E+12,78704,470182,420565,408869,330960,188211
1.65465E+13,78704,420141,365635,351762,310416,249896
2.78962E+12,78704,449682,406749,401984,340589,218720
1.66356E+13,78704,342829,289456,274304,249888,200452
1.65465E+13,78704,363848,312528,297820,266593,195188
1.15905E+12,78704,363836,312515,297803,266582,244551
5.32807E+12,78704,332905,306402,284829,248590,187974
5.32807E+12,78704,393390,344956,333670,292060,196302
3.44862E+12,78704,475185,434744,412925,348362,317613
1.50189E+13,78704,384829,335559,320911,282997,258070
5.32807E+12,78704,367234,316245,301928,241012,219198
1.67228E+13,78704,390139,341389,329728,289260,195387
1.66356E+13,78704,299000,254902,237232,223553,153498
1.65456E+13,78704,410787,346877,331026,295685,251931
1.65465E+13,78704,377589,323269,307313,285588,263098
3.42551E+12,78704,434402,383100,330048,280899,206371
1.64903E+13,78704,702395,354050,338818,307969,193764
1.48649E+13,78704,756931,215000,315029,278819,189280
1.65465E+13,78704,366860,315835,301478,221692,160109
3.45912E+12,78704,389547,316716,307190,273803,225434
1.64903E+13,78704,524090,491570,457998,382520,184031
1.42543E+13,78704,366580,323820,277070,219773,188316
1.65465E+13,78704,363693,312358,297633,266461,195556
4.44784E+12,78704,774500,813749,199500,209000,192500
1.66356E+13,78704,328000,294408,279917,253876,218346
1.6278E+12,78704,349505,304249,340787,297116,197976
2.78962E+12,78704,415036,408836,365707,329016,213393
5.32807E+12,78704,725614,765193,349689,303441,272061
5.32807E+12,78704,333980,298253,280048,277703,190396
5.32807E+12,78704,387715,333722,308101,283305,185857
1.66356E+13,78704,344566,328685,289742,279851,226329
1.66356E+13,78704,457186,345000,440027,522453,318828
3.41642E+12,78704,356901,322622,307843,261882,197566
1.66356E+13,78704,377719,327755,316039,279536,255305
4.45525E+12,78704,418056,372033,363603,313325,286321
2.99792E+12,78704,434226,320625,313923,269778,270930
51244848453,78704,366919,343481,338681,301123,205019
2.49663E+12,78704,449092,433393,381162,351794,352546
1.67228E+13,78704,288750,225750,328568,300688,190561
3.54747E+12,78704,376021,325891,312592,277087,251039
1.65456E+13,78704,360381,320100,333318,343891,197274
2.78963E+12,78704,474896,470000,413000,413000,217563
1.66356E+13,78704,410819,364089,358818,309925,225587
1.50866E+13,78704,496150,417603,378217,340231,232469
2.98655E+12,78704,384752,335475,323189,284615,257551
4.4596E+12,78704,1143224,977286,940688,336396,242295
1.66034E+13,78704,275002,215002,319897,282277,190190
1.65201E+13,78704,338022,313744,298168,267051,228779
1.48463E+13,78704,466009,425113,344726,304923,202358
1.65201E+13,78704,371997,313608,289145,246192,209342
1.50189E+13,78704,391566,342523,330365,289713,209919
1.66356E+13,78704,424812,379449,371801,319149,211432
1.51026E+13,78704,369564,318803,304756,271520,199167
1.65201E+13,78704,377906,319006,297621,252051,214173
5.08157E+12,78704,432323,383350,370629,330567,226905
4.45751E+12,78704,387930,328163,311996,261988,220528
1.66356E+13,78704,411121,349349,345268,284989,235329
1.66356E+13,78704,328300,300000,267000,246888,196833
1.663E+13,78731,845281,746975,466068,402000,322046
4.82595E+11,78731,725303,665278,615333,567866,468310
1.663E+13,78731,416900,422836,404307,359369,318205
1.663E+13,78731,435982,410866,398708,387523,311045
1.663E+13,78731,742171,681034,554763,545605,542918
3.55423E+12,78731,403701,444885,427276,389641,335043
1.52693E+13,78731,943675,397420,407024,372104,288449
4.45092E+12,78731,463500,451837,436866,408252,386012
1.663E+13,78731,495178,463224,454853,445703,377241
9.97132E+11,78731,491070,504486,445550,433765,369890
1.663E+13,78731,631736,588826,545919,481650,426416
1.663E+13,78731,529804,493650,468226,444835,363339
1.663E+13,78731,394150,401980,355738,392265,304566
2.77434E+12,78731,535848,498984,470254,446507,344733
1.663E+13,78731,687209,642607,586712,542575,501521
3.39212E+12,78731,821942,754891,647376,595331,605555
3.55524E+12,78731,672500,524953,436471,385700,276599
1.663E+13,78731,613454,582879,510122,509596,467111
3.40828E+12,78731,900700,756135,761057,690069,595000
4.1626E+12,78731,542229,547520,480172,444564,383596
4.16262E+12,78731,494985,462928,442425,423564,311583
3.40824E+12,78731,722000,643811,574312,552981,540517
1.67027E+13,78731,677904,500182,511990,420853,366054
1.66302E+13,78731,488864,470184,429708,413080,343275
1.66302E+13,78731,480291,449962,431540,414591,346497
1.66302E+13,78731,418201,442413,391625,355720,309968
3.55421E+12,78731,585176,581434,435000,421178,353133
1.663E+13,78731,436065,508322,477959,452859,394875
2.92207E+12,78731,476402,446532,428658,392608,321421
1.663E+13,78731,483830,455404,431127,473327,372631
3.44742E+12,78731,460419,430727,411898,394574,349375
4.16566E+12,78731,407801,372912,316995,289297,351390
1.52304E+13,78731,371354,347298,330297,316418,172013
4.82595E+11,78731,631328,583231,524689,493247,483027
3.55949E+12,78731,570546,563718,484521,510578,485895
1.67027E+13,78731,856800,864587,724356,342000,316693
1.47025E+13,78731,605813,657733,504719,392398,374272
1.663E+13,78731,412791,422014,383457,362751,312852
1.43663E+13,78731,501600,517119,478410,468214,409829
3.55526E+12,78731,441886,453783,405000,400880,337493
1.66302E+13,78731,702677,649762,566680,528149,301758
3.56921E+12,78731,690087,641756,536478,531514,499970
1.44175E+13,78731,635753,542313,501081,483685,393172
1.663E+13,78731,529835,489883,454240,456709,367774
4.84771E+11,78731,815635,741074,650206,616973,643835
5.07371E+12,78731,440222,472850,442708,414975,349465
3.39216E+12,78731,639435,590384,525236,493639,462165
1.44683E+13,78731,460175,433558,404540,389641,277754
9.94365E+11,78731,718614,643270,527021,492689,473651
1.50593E+13,78731,469462,440408,423514,407973,316815
4.82595E+11,78731,1023174,971834,870759,801882,855272
3.55471E+12,78731,579847,508000,468616,505949,471975
1.663E+13,78731,602265,572341,512024,519998,518496
1.663E+13,78731,489360,465243,414377,425169,327290
3.49407E+12,78731,401855,386239,361643,380478,287175
2.98865E+12,78731,428700,433089,400970,399000,294496
3.57218E+12,78731,559988,520022,489835,444673,359473
4.8477E+11,78731,496256,460319,400262,438637,350386
4.15729E+12,78731,503396,470349,448660,428704,366314
9.97131E+11,78731,704305,679879,598565,556106,320967
1.66302E+13,78731,541430,503908,474317,449857,367017
1.66302E+13,78731,438638,413210,391920,417120,339881
3.40759E+12,78731,473400,477897,410000,437796,401879
3.44831E+12,78731,546802,561551,548852,502751,406503
1.66302E+13,78731,747656,725678,643736,595412,552861
7.93005E+11,78731,658400,637084,548501,514394,468191
3.45066E+12,78731,674614,622109,552187,520000,517221
3.58197E+12,78731,532001,515040,485277,361967,304509
3.55528E+12,78731,644288,525200,423428,458000,380042
1.67027E+13,78731,413746,411091,380266,360000,283195
1.66302E+13,78731,511570,490679,468224,444000,379293
1.66302E+13,78731,506877,507440,432342,473746,493894
4.17177E+12,78731,568598,530000,495914,453211,349829
3.56066E+12,78731,728070,659783,612218,465108,416673
3.56014E+12,78731,788957,749073,676060,637260,570171
4.82595E+11,78731,596160,557435,532526,509609,482856
2.77434E+12,78731,480575,471161,365197,386490,305222
1.46481E+13,78731,587468,535000,495563,467372,379956
1.66302E+13,78731,633766,580114,534422,450000,401621
1.663E+13,78731,490000,482424,440510,405000,339100
5.08987E+12,78731,496420,474086,419261,438178,377598
